id,title,cons,unit,text,inputType,disp01,disp02,disp03,disp04,disp05,disp06,disp07,disp08,disp09,disp10,disp11,disp12,disp13,disp14,disp15,disp16,val01,val02,val03,val04,val05,val06,val07,val08,val09,val10,val11,val12,val13,val14,val15,val16
i074,上下水道代,consEnergy,円,1ヶ月あたりのおおよその上下水道代を選んでください。,sel074,選んで下さい,500円,1000円,1500円,2000円,3000円,4000円,5000円,7000円,1万円,1万5000円,それ以上,,,,,-1,500,1000,1500,2000,3000,4000,5000,7000,10000,15000,20000,,,,
i075,車燃料代,consEnergy,円,おおよその1ヶ月のガソリン代（軽油代）を選んで下さい。家族全員分になります。,sel075,選んで下さい,使わない,1000円,2000円,3000円,5000円,7000円,1万円,1万2000円,1万5000円,2万円,3万円,それ以上,,,,-1,0,1000,2000,3000,5000,7000,10000,12000,15000,20000,30000,40000,,,
i081,電力会社,consEnergy,,電力会社を選んでください,sel081,選んで下さい,北海道電力,東北電力,東京電力,中部電力,北陸電力,関西電力,中部電力,四国電力,九州電力,沖縄電力,そのほか,,,,,-1,1,2,3,4,5,6,7,8,9,10,11,,,,
i082,電気契約,consEnergy,,電気の契約種類を選んでください,sel082,選んで下さい,通常の家庭用（従量）,時間帯別契約,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i083,ガス種類,consEnergy,,ガスの種類を選んでください,sel083,選んで下さい,都市ガス,LPガス,ガスを使わない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i091,電気代,consSeason,円,1ヶ月のおおよその電気代を選んでください。,sel091,選んで下さい,1000円,2000円,3000円,5000円,7000円,1万円,1万2000円,1万5000円,2万円,3万円,それ以上,,,,,-1,1000,2000,3000,5000,7000,10000,12000,15000,20000,30000,40000,,,,
i092,売電金額,consSeason,円,太陽光発電で1ヶ月あたりどのくらい電気を売ることができますか。,sel092,選んで下さい,1000円,2000円,3000円,5000円,7000円,1万円,1万2000円,1万5000円,2万円,3万円,それ以上,,,,,-1,1000,2000,3000,5000,7000,10000,12000,15000,20000,30000,40000,,,,
i093,ガス代,consSeason,円,1ヶ月のおおよそのガス代を選んで下さい。,sel093,選んで下さい,オール電化（使わない）,1000円,2000円,3000円,5000円,7000円,1万円,1万2000円,1万5000円,2万円,3万円,それ以上,,,,-1,0,1000,2000,3000,5000,7000,10000,12000,15000,20000,30000,40000,,,
i094,灯油購入量,consSeason,円,1ヶ月あたりのおおよその灯油使用量を選んでください。,sel094,選んで下さい,使わない,2ヶ月で1缶（9L),月1缶（18L),月2缶（36L),月3缶（54L),週1缶（72L),5日で1缶（108L),週2缶（144L),週3缶（216L),それ以上,,,,,,-1,0,900,1800,3600,5400,7200,10800,14400,21600,30000,,,,,
i101,給湯器の種類,consHWsum,,お風呂のお湯を沸かす給湯器は、どんな機器ですか。,sel101,選んで下さい,ガス給湯器,エコジョーズ（ガス潜熱回収型）,灯油給湯器,エコフィール（灯油潜熱回収型）,電気温水器,エコキュート（電気）,エコウィル（コジェネ）,エネファーム（燃料電池）,薪,,,,,,,-1,1,2,3,4,5,6,7,8,9,,,,,,
i102,太陽熱温水器,consHWsum,,太陽熱温水器を利用していますか,sel102,選んで下さい,利用している,時々利用している,利用していない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i103,風呂沸かし日数（夏以外）,consHWtub,日/週,お風呂を沸かすのは、1週間に何日くらいですか。,sel103,選んで下さい,お湯をためない,週1日,週2日,2日に1回程度,週5～6日,毎日,,,,,,,,,,-1,0,1,2,3.5,5.5,7,,,,,,,,,
i104,風呂沸かし日数（夏）,consHWtub,日/週,夏場にお風呂を沸かすのは、1週間に何日くらいですか。,sel104,選んで下さい,お湯をためない,週1日,週2日,2日に1回程度,週5～6日,毎日,,,,,,,,,,-1,0,1,2,3.5,5.5,7,,,,,,,,,
i105,シャワー時間(夏以外）,consHWshower,分/日,家族全員でシャワーを使う時間は、1日何分くらいですか。平均的には1人5分程度です。,sel105,選んで下さい,使わない,5分,10分,15分,20分,30分,40分,60分,90分,120分,,,,,,-1,0,5,10,15,20,30,40,60,90,120,,,,,
i106,シャワー時間(夏）,consHWshower,分/日,夏場に家族全員でシャワーを使う時間は、1日何分くらいですか。,sel106,選んで下さい,使わない,5分,10分,15分,20分,30分,40分,60分,90分,120分,,,,,,-1,0,5,10,15,20,30,40,60,90,120,,,,,
i107,お湯はりの高さ,consHWtub,,浴槽にどの高さまでお湯をためますか,sel107,選んで下さい,肩までつかる程度,半身浴,お湯をはらない,,,,,,,,,,,,,-1,8,4,0,,,,,,,,,,,,
i108,浴槽の保温時間,consHWtub,時間,風呂の保温を1日何時間していますか,sel108,選んで下さい,していない,3時間,6時間,10時間,16時間,24時間,,,,,,,,,,-1,0,3,6,10,16,24,,,,,,,,,
i109,浴槽のお湯で体を洗う,consHWtub,,浴槽にためてあるときは浴槽のお湯を使いますか,sel109,選んで下さい,浴槽のお湯を使う,半々くらい,シャワーを使う,わからない,,,,,,,,,,,,-1,10,5,2,0,,,,,,,,,,,
i110,風呂のお湯を温め直す方法,consHWtub,割,追い焚きはどのようにしていますか,sel110,選んで下さい,常に自動で追い焚きをしている,必要に応じて追い焚きをする,必要に応じて注ぎ湯をする,わからない,,,,,,,,,,,,-1,10,5,5,0,,,,,,,,,,,
i111,風呂のお湯が少なくなったとき,consHWtub,割,浴槽のお湯が少なくなったときにどうしますか,sel111,選んで下さい,常に自動でたし湯される,必要に応じて注ぎ湯をする,少ないままで入る,その時どきで対応する,わからない,,,,,,,,,,,-1,10,5,0,5,5,,,,,,,,,,
i112,シャワーのお湯が出るまで,consHWshower,秒,最初にお湯が出てくるまでの時間はどのくらいですか,sel112,選んで下さい,すぐにお湯が出る,5秒くらい待つ,10秒くらい待つ,20秒くらいまつ,1分弱待つ,わからない,,,,,,,,,,-1,3,5,10,20,50,20,,,,,,,,,
i113,食器洗いでのお湯の利用,consHWdishwash,,食器洗いで、お湯を使わずに水を使うようにしていますか,sel113,選んで下さい,常にしている,だいたいしている,時々している,していない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i114,洗面でのお湯使用期間,consHWdresser,ヶ月,洗面での水でなくお湯を沸かして使う時期は、何ヶ月ありますか,sel114,選んで下さい,お湯を使わない,2ヶ月,4ヶ月,6ヶ月,8ヶ月,10ヶ月,12ヶ月,,,,,,,,,-1,0,2,4,6,8,10,12,,,,,,,,
i115,食器洗いでのお湯使用期間,consHWdishwash,ヶ月,食器を洗うのに水でなくお湯を沸かして使う時期は、何ヶ月ありますか,sel115,選んで下さい,お湯を使わない,食器洗い機使用,2ヶ月,4ヶ月,6ヶ月,8ヶ月,10ヶ月,12ヶ月,,,,,,,,-1,0,99,2,4,6,8,10,12,,,,,,,
i116,節水シャワーヘッド,consHWshower,,節水シャワーヘッドを使っていますか,sel116,選んで下さい,使っている,使っていない,わからない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i117,浴槽・ユニットバス,consHWtub,,ユニットバスですか。また浴槽は断熱型ですか,sel117,選んで下さい,断熱浴槽のユニットバス,ユニットバス,ユニットバスでない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i131,便座の保温,consHWtoilet,,便座の保温をしていますか,sel131,選んで下さい,通年している,夏以外している,冬のみしている,していない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i132,便座の温度設定,consHWtoilet,,便座の温度設定はどうしていますか,sel132,選んで下さい,高め,ふつう,低め,わからない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i133,瞬間式保温便座,consHWtoilet,,瞬間式の保温便座ですか,sel133,選んで下さい,はい,いいえ,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i134,便座のふたを閉める,consHWtoilet,,使用後に便座のふたを閉めていますか,sel134,選んで下さい,はい,いいえ,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i201,暖房する範囲,consHTsum,,よく暖房をする範囲は、家全体のどのくらいになりますか。,sel201,選んで下さい,家全体,家の半分くらい,家の一部,1部屋のみ,部屋の暖房をしない,,,,,,,,,,,-1,1,0.5,0.25,0.1,0.02,,,,,,,,,,
i202,主に使う暖房器具,consHTsum,,部屋を暖めるために最もよく使う暖房器具のエネルギー源は何ですか。床暖房の場合は熱源で選んでください。,sel202,選んで下さい,エアコン,電気熱暖房,ガス,灯油,こたつやホットカーペットのみ,薪・ペレットストーブ,地域熱,,,,,,,,,-1,1,2,3,4,5,6,7,,,,,,,,
i203,補助的に使う暖房器具,consHTsum,,補助的に使う暖房器具はありますか,sel203,選んで下さい,エアコン,電気熱暖房,ガス,灯油,こたつやホットカーペットのみ,薪・ペレットストーブ,地域熱,,,,,,,,,-1,1,2,3,4,5,6,7,,,,,,,,
i204,暖房時間,consHTsum,時間,冬に暖房は1日に何時間くらい使いますか。,sel204,選んで下さい,使わない,1時間,2時間,3時間,4時間,6時間,8時間,12時間,16時間,24時間,,,,,,-1,0,1,2,3,4,6,8,12,16,24,,,,,
i205,暖房設定温度,consHTsum,℃,暖房をするときには何℃に設定しますか。設定できない場合はおよそ何℃になっていますか。,sel205,選んで下さい,使わない,18℃,19℃,20℃,21℃,22℃,23℃,24℃,25℃,26℃以上,,,,,,-1,0,18,19,20,21,22,23,24,25,26,,,,,
i206,暖房する期間,consHTsum,ヶ月,部屋を暖房する期間は1年で何ヶ月くらいですか,sel206,選んで下さい,暖房をしない,1ヶ月,2ヶ月,3ヶ月,4ヶ月,5ヶ月,6ヶ月,8ヶ月,10ヶ月,,,,,,,-1,0,1,2,3,4,5,6,8,10,,,,,,
i211,部屋の名前,consACheat,,部屋の名前,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i212,部屋の広さ,consACheat,m2,冷暖房する部屋の広さを答えてください。吹き抜けがある場合には、その分を2倍してください。,sel212,選んで下さい,4畳半,6畳,8畳,10畳,12畳,15畳,20畳,25畳,30畳,40畳,,,,,,-1,7.3,10,13,16,19.5,24,33,41,49,65,,,,,
i213,窓ガラスの大きさ,consACheat,m2,サッシや窓のガラスの大きさを、その部屋の合計として答えてください。,sel213,選んで下さい,小窓（90×120）,腰窓（120×180）,2枚掃き出し窓（180×180）,4枚掃き出し窓（180×360）,掃き出し6枚相当（180×540）,掃き出し8枚相当（180×720）,,,,,,,,,,-1,1.1,2.2,3.3,6.5,9.7,13,,,,,,,,,
i214,窓ガラスの種類,consACheat,w/m2K,窓ガラスの種類,sel214,選んで下さい,1枚ガラス,アルミ複層ガラス,アルミ以外枠複層ガラス,二重窓,low-e複層ガラス,,,,,,,,,,,-1,6,3.5,2.5,2.5,1.5,,,,,,,,,,
i215,エアコンの使用年数,consACcool,年,エアコンの使用年数,sel215,選んで下さい,持っていない,1年未満,3年未満,5年未満,7年未満,10年未満,15年未満,20年未満,20年以上,,,,,,,-1,0,1,2,4,6,9,13,18,25,,,,,,
i216,エアコン性能,consACcool,,エアコンを購入したときには、省エネ型を選びましたか,sel216,選んで下さい,はい,いいえ,わからない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i217,エアコンのフィルター掃除,consACcool,,エアコンのフィルター掃除をしていますか,sel217,選んで下さい,している,していない,わからない,,,,,,,,,,,,,-1,1,2,3,,,,,,,,,,,,
i231,主に使う暖房器具,consACheat,,部屋を暖めるために最もよく使う暖房器具のエネルギー源は何ですか。床暖房の場合は熱源で選んでください。,sel231,選んで下さい,エアコン,電気熱暖房,ガス,灯油,薪・ペレットストーブ,こたつやホットカーペットのみ,,,,,,,,,,-1,1,2,3,4,5,6,,,,,,,,,
i232,補助的に使う暖房器具,consACheat,,補助的に使う暖房器具はありますか,sel232,選んで下さい,エアコン,電気熱暖房,ガス,灯油,薪・ペレットストーブ,こたつやホットカーペットのみ,,,,,,,,,,-1,0,18,19,20,21,22,23,24,25,26,,,,,
i233,暖房時間,consACheat,時間,冬に暖房は1日に何時間くらい使いますか。,sel233,選んで下さい,使わない,1時間,2時間,3時間,4時間,6時間,8時間,12時間,16時間,24時間,,,,,,-1,0,1,2,3,4,6,8,12,16,24,,,,,
i234,暖房設定温度,consACheat,℃,暖房をするときには何℃に設定しますか。設定できない場合はおよそ何℃になっていますか。,sel234,選んで下さい,使わない,18℃,19℃,20℃,21℃,22℃,23℃,24℃,25℃,26℃以上,,,,,,-1,0,18,19,20,21,22,23,24,25,26,,,,,
i235,暖房する期間,consACheat,ヶ月,部屋を暖房する期間は1年で何ヶ月くらいですか,sel235,選んで下さい,暖房をしない,1ヶ月,2ヶ月,3ヶ月,4ヶ月,5ヶ月,6ヶ月,8ヶ月,10ヶ月,,,,,,,-1,0,1,2,3,4,5,6,8,10,,,,,,
i236,加湿器の使用期間,consACheat,ヶ月,加湿器を使う期間は、1年で何ヶ月くらいですか,sel236,選んで下さい,加湿をしない,1ヶ月,2ヶ月,3ヶ月,4ヶ月,5ヶ月,6ヶ月,,,,,,,,,-1,0,1,2,3,4,5,6,,,,,,,,
i237,断熱シートの設置,consACheat,,冬場の厚手のカーテン・断熱シートの設置,sel237,選んで下さい,している,していない,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i238,部屋を戸で締め切れますか,consACheat,,部屋を戸で締め切れますか,sel238,選んで下さい,できる,できない,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i239,吹き抜け,consACheat,,吹き抜けもしくは、部屋から階段で上階に上がれますか,sel239,選んで下さい,ある,ない,,,,,,,,,,,,,,-1,1,2,,,,,,,,,,,,,
i240,部屋のしきりによる暖房面積の削減,consACheat,,部屋のしきりによる暖房面積の削減,sel240,選んで下さい,できない,2割減,3～4割減,半減,6～7割減,,,,,,,,,,,-1,0,2,3,5,7,,,,,,,,,,
i241,電気ストーブの使用時間,consACheat,,電気ストーブ・オイルヒータの使用時間,sel241,選んで下さい,使わない,1時間,2時間,3時間,4時間,6時間,8時間,12時間,16時間,24時間,,,,,,-1,0,1,2,3,4,6,8,12,16,24,,,,,
i242,部屋の寒さ,consACheat,,その部屋は暖房は効きますか,sel242,選んで下さい,暖房すると寒さは感じない,やや寒い,なかなか暖まらない,暖房しても寒い,暖房はしない,,,,,,,,,,,-1,1,2,3,4,5,,,,,,,,,,
i243,窓の結露の有無,consHTsum,,窓の結露はありますか,sel243,選んで下さい,よく結露する,少し結露する,ほとんど結露しない,結露しない,わからない,,,,,,,,,,,-1,1,2,3,4,5,,,,,,,,,,
i244,押入れなどの壁面の結露,consHTsum,,押入れなどの壁面の結露はありますか,sel244,選んで下さい,よく結露する,少し結露する,ほとんど結露しない,結露しない,わからない,,,,,,,,,,,-1,1,2,3,4,5,,,,,,,,,,
i245,朝方寒さを感じること,consHTsum,ヶ月,最も実感できる寒さを選んで下さい,sel245,選んで下さい,寒さで朝起きるのがつらい,手足が冷たい,窓に霜がつく,部屋で息が白く曇る,,,,,,,,,,,,-1,1,2,3,4,5,,,,,,,,,,
i246,朝方の寒さが始まる時期,consHTsum,,朝方の寒さはいつからですか,sel246,選んで下さい,10月上旬,10月下旬,11月上旬,11月下旬,12月上旬,12月下旬,1月上旬,1月下旬,,,,,,,,-1,1,2,3,4,5,6,7,8,,,,,,,
i247,朝方の寒さが終わる時期,consHTsum,,朝方の寒さはいつまでですか,sel247,選んで下さい,2月上旬,2月下旬,3月上旬,3月下旬,4月上旬,4月下旬,5月上旬,5月下旬,,,,,,,,-1,1,2,3,4,5,6,7,8,,,,,,,
i248,厚着の工夫,consHTsum,,暖房をつけるまえにまず厚着をするよう心がけていますか,sel248,選んで下さい,常にしている,だいたいしている,時々している,していない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i249,不在部屋の暖房,consHTsum,,人がいない部屋を暖房しないようにしていますか,sel249,選んで下さい,常にしている,だいたいしている,時々している,していない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i261,冷房時間,consCOsum,時間,夏に冷房は1日に何時間くらい使いますか。,sel261,選んで下さい,使わない,1時間,2時間,3時間,4時間,6時間,8時間,12時間,16時間,24時間,,,,,,-1,0,1,2,3,4,6,8,12,16,24,,,,,
i262,冷房時間帯,consCOsum,,主にいつの時間帯に冷房を使いますか,sel262,選んで下さい,使わない,朝,昼,夕方,夜,,,,,,,,,,,-1,0,1,2,3,4,,,,,,,,,,
i263,冷房設定温度,consCOsum,℃,冷房をするときには何℃に設定しますか。,sel263,選んで下さい,24℃以下,25℃,26℃,27℃,28℃,29℃,30℃,使わない,,,,,,,,-1,24,25,26,27,28,29,30,0,,,,,,,
i264,冷房する期間（除湿含む）,consCOsum,ヶ月,冷房する期間（除湿含む）,sel264,選んで下さい,冷房をしない,1ヶ月,2ヶ月,3ヶ月,4ヶ月,5ヶ月,6ヶ月,,,,,,,,,-1,0,1,2,3,4,5,6,,,,,,,,
i265,部屋の暑さ,consCOsum,,その部屋は暑いですか,sel265,選んで下さい,冷房すると暑さは感じない,やや暑い,なかなか涼しくならない,冷房しても暑い,冷房はしない,,,,,,,,,,,-1,1,2,3,4,5,,,,,,,,,,
i266,日射の流入の有無,consCOsum,,夏の朝や夕方に日光が部屋に入りますか,sel266,選んで下さい,よく入る,少しはいる,入らない,わからない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
i267,日射カット,consCOsum,,西日や朝日が入ると部屋が暑くなります。日射が入らないように工夫していますか,sel267,選んで下さい,常にしている,だいたいしている,時々している,していない,,,,,,,,,,,,-1,1,2,3,4,,,,,,,,,,,
